value,daily_change,volatility_7d,cluster
50,0.0,4.353433237386397,1
52,2.0,4.353433237386397,1
49,-3.0,4.608480795022899,2
42,-7.0,5.345224838248457,2
40,-2.0,5.273473599964589,2
43,3.0,5.380741673076362,2
41,-2.0,3.352326839390056,2
39,-2.0,3.309438162646439,2
39,0.0,3.0237157840737665,2
41,2.0,3.287784027201831,2
48,7.0,3.3876526498727895,1
48,0.0,3.184785258515367,2
51,3.0,3.184785258515367,1
50,-1.0,3.0394235042347897,1
56,6.0,3.101458950082566,1
48,-8.0,5.02375310282013,2
54,6.0,5.336308693862277,1
53,-1.0,4.889249625940729,1
54,1.0,4.87950036474263,1
54,0.0,4.790864322059289,1
53,-1.0,4.790864322059289,1
52,-1.0,4.117326918327062,1
54,2.0,2.5448360411213384,1
52,-2.0,1.3801311186845875,1
38,-14.0,5.398412465054596,2
38,0.0,5.3139528825625595,2
40,2.0,5.507570547286074,2
37,-3.0,5.498917642417909,2
39,2.0,5.727959829601067,2
38,-1.0,5.498917642417909,2
40,2.0,5.736267244886833,2
39,-1.0,1.9518001458969776,2
38,-1.0,1.9999999999999138,2
37,-1.0,1.8126539343498382,2
38,1.0,1.4638501094226817,2
41,3.0,1.7043362064925913,2
50,9.0,3.592319850008005,1
43,-7.0,4.859943170351611,2
40,-3.0,5.014265364224035,2
43,3.0,5.08967208224278,2
40,-3.0,5.255382728122402,2
41,1.0,5.255382728122402,2
44,3.0,5.255382728122402,2
42,-2.0,3.6709931185157716,2
42,0.0,2.6095064302514124,2
41,-1.0,2.3401261667248057,2
40,-1.0,1.9880595947759254,2
38,-2.0,1.7994708216847808,2
40,2.0,1.9518001458969796,2
43,3.0,1.9518001458969796,2
44,1.0,1.7994708216847788,2
44,0.0,1.7994708216847788,2
41,-3.0,2.1602468994692074,2
44,3.0,2.3704530408863342,2
41,-3.0,2.572750982712332,2
43,2.0,2.572750982712332,2
43,0.0,2.309401076758429,2
44,1.0,2.309401076758429,2
43,-1.0,2.3401261667248066,2
41,-2.0,2.1602468994692074,2
44,3.0,2.1602468994692074,2
41,-3.0,2.1602468994692074,2
44,3.0,2.3401261667248057,2
44,0.0,2.3401261667248057,2
50,6.0,3.2366943748506936,1
55,5.0,3.4503277967117176,1
53,-2.0,3.4503277967117176,1
55,2.0,3.408672412985333,1
55,0.0,2.8867513459480643,1
58,3.0,2.8867513459480643,1
76,18.0,6.528326555791095,1
71,-5.0,7.393691004272919,1
76,5.0,7.393691004272919,1
75,-1.0,7.289914755527445,1
75,0.0,7.380798769522856,1
80,5.0,7.299706452023527,1
75,-5.0,7.997023255710877,1
72,-3.0,4.237025012007909,1
75,3.0,3.9096949095439584,1
79,4.0,3.7352886036263127,1
77,-2.0,3.817254061682066,1
77,0.0,3.817254061682066,1
79,2.0,3.3380918415850704,1
78,-1.0,2.636736799982245,1
84,6.0,2.8702082220798677,1
75,-9.0,4.86483983977544,1
75,0.0,4.540820148282388,1
78,3.0,4.670066788550616,1
79,1.0,4.6802523334497215,1
82,3.0,4.755948656056673,1
83,1.0,4.715728494951219,1
82,-1.0,4.111540089158996,1
80,-2.0,1.8898223650460437,1
75,-5.0,2.88675134594807,1
81,6.0,3.5523298860110493,1
78,-3.0,3.7606990231680073,1
76,-2.0,3.5321651258385627,1
78,2.0,3.6384193323605394,1
75,-3.0,3.7416573867738983,1
76,1.0,3.7796447300922287,1
75,-1.0,3.265986323710852,1
74,-1.0,1.9148542155125912,1
79,5.0,2.7342623276105265,1
75,-4.0,3.0783421635987995,1
75,0.0,2.9358214555805815,1
75,0.0,2.7080128015452574,1
83,8.0,4.082482904638587,1
79,-4.0,4.466808810815682,1
40,-39.0,15.688940599761889,0
41,1.0,15.339025858434233,0
41,0.0,15.47501827062541,0
41,0.0,15.47501827062541,0
41,0.0,15.47501827062541,0
38,-3.0,14.478226673838456,0
38,0.0,14.667748877822286,0
41,3.0,1.7728105208557565,2
41,0.0,1.7320508075687957,2
38,-3.0,2.0701966780269956,2
39,1.0,2.13808993529933,2
47,8.0,3.804758924845329,1
43,-4.0,3.988077469754269,2
48,5.0,4.276179870598755,1
49,1.0,4.220133150686541,1
48,-1.0,4.2817441928883415,2
52,4.0,3.9999999999999614,1
48,-4.0,4.6084807950229045,2
39,-9.0,4.947341758580077,2
43,4.0,5.099019513592757,2
39,-4.0,4.750939756661656,2
46,7.0,5.682051943243216,1
45,-1.0,5.682051943243216,2
47,2.0,5.468524655221154,2
43,-4.0,5.468524655221154,2
45,2.0,4.099941927579405,2
49,4.0,4.099941927579405,1
45,-4.0,4.099941927579405,2
41,-4.0,3.401680257083006,2
40,-1.0,3.401680257083006,2
42,2.0,3.401680257083006,2
42,0.0,3.07834216359881,2
47,5.0,3.592319850008018,1
43,-4.0,3.48466026218581,2
46,3.0,3.436498771936858,2
48,2.0,2.9439202887759004,1
53,5.0,3.1320159337914473,1
55,2.0,3.1320159337914473,1
52,-3.0,3.5989416433697086,1
56,4.0,3.4503277967117287,1
53,-3.0,3.207134902949047,1
56,3.0,3.207134902949047,1
52,-4.0,3.779644730092235,1
56,4.0,3.5989416433697103,1
55,-1.0,3.559026084010398,1
55,0.0,3.309438162646444,1
56,1.0,2.943920288775902,1
61,5.0,3.1320159337914486,1
73,12.0,5.1915682555833405,1
74,1.0,4.45078912211346,1
73,-1.0,4.685336802448747,1
76,3.0,4.434711565216656,1
75,-1.0,4.561745697594672,1
61,-14.0,7.889112449325016,1
70,9.0,8.38081709847524,1
67,-3.0,6.9863813100577,1
74,7.0,7.593857166596326,1
73,-1.0,7.593857166596326,1
72,-1.0,7.480132415430938,1
71,-1.0,7.480132415430938,1
71,0.0,4.613644360558581,1
74,3.0,3.3594217189442,1
72,-2.0,3.199702367110878,1
90,18.0,7.111359122659204,1
88,-2.0,7.197883286739478,1
82,-6.0,7.785823502947349,1
90,8.0,8.05634916725694,1
90,0.0,8.05634916725694,1
86,-4.0,8.440266301373136,1
87,1.0,8.295150620062515,1
89,2.0,4.561745697594676,1
90,1.0,4.498677054212156,1
86,-4.0,4.076646614442726,1
90,4.0,2.9999999999999547,1
86,-4.0,3.3594217189442026,1
91,5.0,3.545621041711634,1
94,3.0,3.6514837167010685,1
86,-8.0,4.928053803045785,1
91,5.0,5.336308693862285,1
94,3.0,5.0803074522634475,1
90,-4.0,5.228129047119348,1
88,-2.0,5.023753102820137,1
94,6.0,5.191568255583343,1
93,-1.0,5.080307452263449,1
86,-7.0,4.830458915396451,1
87,1.0,4.353433237386406,1
89,2.0,4.2314018840996,1
88,-1.0,3.988077469754272,1
95,7.0,4.725815626252579,1
92,-3.0,4.347960660443197,1
92,0.0,4.336994790119483,1
92,0.0,3.1320159337914504,1
93,1.0,3.1320159337914504,1
95,2.0,3.1320159337914504,1
94,-1.0,3.1320159337914504,1
95,1.0,1.6329931618553692,1
86,-9.0,3.7161167647859976,1
94,8.0,5.023753102820138,1
89,-5.0,5.411627692821636,1
90,1.0,5.411627692821636,1
91,1.0,5.349677337844532,1
95,4.0,5.6103645582252675,1
91,-4.0,5.79819347892491,1
92,1.0,4.450789122113462,1
92,0.0,3.1471831698777293,1
95,3.0,2.5448360411213513,1
93,-2.0,2.7602622373693664,1
92,-1.0,2.794552524023038,1
92,0.0,2.225394561056687,1
88,-4.0,2.225394561056687,1
93,5.0,3.0237157840737723,1
86,-7.0,4.059087394500175,1
94,8.0,5.145501965424773,1
93,-1.0,5.099019513592759,1
91,-2.0,5.145501965424773,1
92,1.0,5.163977794943197,1
91,-1.0,4.894116973712488,1
91,0.0,4.46147530585586,1
95,4.0,3.5456210417116334,1
94,-1.0,1.999999999999933,1
94,0.0,1.9518001458969974,1
93,-1.0,1.7994708216847994,1
94,1.0,1.7994708216847994,1
93,-1.0,1.7994708216847994,1
95,2.0,1.9023794624226116,1
91,-4.0,1.9023794624226154,1
93,2.0,2.115700942049753,1
93,0.0,2.115700942049753,1
94,1.0,2.115700942049752,1
90,-4.0,2.5727509827123494,1
84,-6.0,3.3022358947782107,1
78,-6.0,3.359421718944206,1
83,5.0,4.259443290250134,1
88,5.0,4.750939756661656,1
84,-4.0,4.889249625940739,1
79,-5.0,4.947341758580079,1
79,0.0,4.928053803045786,1
80,1.0,4.577377082170606,1
78,-2.0,3.9999999999999654,1
75,-3.0,3.4364987719368605,1
40,-35.0,12.588732679511082,0
74,34.0,20.02379536832068,0
70,-4.0,19.997618905878813,0
74,4.0,20.097381966434376,0
71,-3.0,20.097381966434376,0
78,7.0,20.330600909302536,0
55,-23.0,22.146697055682825,0
77,22.0,18.544669366283177,0
76,-1.0,13.561148989107142,0
78,2.0,13.434142714598138,0
77,-1.0,13.389761547007252,0
76,-1.0,13.32559299136171,0
78,2.0,13.063945294843608,0
80,2.0,8.263517065131166,1
81,1.0,1.5118578920368273,1
84,3.0,1.573591584938806,1
86,2.0,1.573591584938806,1
83,-3.0,2.1157009420497563,1
95,12.0,4.5355736761106975,1
92,-3.0,5.0332229568471405,1
93,1.0,5.047394424471919,1
92,-1.0,5.159365040297824,1
92,0.0,5.145501965424776,1
95,3.0,5.1869800370506205,1
93,-2.0,5.061526214398911,1
95,2.0,2.1602468994692328,1
95,0.0,1.7182493859683794,1
91,-4.0,2.3603873774082804,1
93,2.0,2.478478796128163,1
91,-2.0,2.609506430251433,1
91,0.0,2.2253945610566963,1
94,3.0,2.478478796128163,1
94,0.0,2.3401261667248296,1
76,-18.0,7.134757312253985,1
79,3.0,7.409774753982856,1
55,-24.0,10.921799956312793,0
56,1.0,11.135528725660036,0
55,-1.0,11.066896153673364,0
38,-17.0,11.195237082497771,0
78,40.0,21.46092795224448,0
78,0.0,20.311854385344247,0
84,6.0,20.410081542498265,0
77,-7.0,17.827213012962055,0
77,0.0,17.85123711866117,0
76,-1.0,17.85123711866117,0
81,5.0,15.528775133372783,0
81,0.0,4.276179870598764,1
68,-13.0,6.654751256486908,1
73,5.0,6.47706576718044,1
70,-3.0,6.0827625302982025,1
74,4.0,6.373307431706665,1
78,4.0,6.5755680544037425,1
76,-2.0,6.264031867582973,1
71,-5.0,6.4512826336355324,1
71,0.0,3.9520940802373863,1
72,1.0,3.4364987719368663,1
71,-1.0,3.236694374850714,1
75,4.0,3.236694374850714,1
73,-2.0,2.8115408417381547,1
70,-3.0,2.911389784310968,1
66,-4.0,2.6903708365381576,1
65,-1.0,2.672612419124204,1
60,-5.0,2.927700218845565,1
54,-6.0,3.3094381626464573,1
65,11.0,5.740416444159844,1
74,9.0,6.93850539690335,1
72,-2.0,6.8729975438737805,1
72,0.0,6.618876325292955,1
76,4.0,6.654751256486906,1
74,-2.0,6.244997998398379,1
74,0.0,5.304984179322016,1
73,-1.0,4.017817460121465,1
74,1.0,2.081665999466079,1
71,-3.0,2.267786838055314,1
75,4.0,2.7602622373693753,1
72,-3.0,2.5071326821119913,1
73,1.0,2.4784787961281656,1
70,-3.0,2.699206232527272,1
70,0.0,2.6992062325272714,1
76,6.0,3.6384193323605523,1
74,-2.0,3.5050983275386236,1
74,0.0,3.1320159337914593,1
75,1.0,2.878491668515658,1
79,4.0,3.1847852585153853,1
78,-1.0,2.853569193633984,1
76,-2.0,3.0783421635988164,1
79,3.0,2.3704530408863596,1
74,-5.0,3.0550504633038567,1
73,-1.0,3.078342163598818,1
73,0.0,3.039423504234811,1
65,-8.0,3.5590260840104087,1
55,-10.0,4.608480795022916,1
37,-18.0,7.1380936497345555,2
31,-6.0,6.067085281214008,2
27,-4.0,6.129553700835683,2
50,23.0,12.867456181057246,0
59,9.0,13.674794331177335,0
52,-7.0,13.606721028332172,0
51,-1.0,13.12576528381161,0
68,17.0,11.998015708957073,0
66,-2.0,11.50362261782492,0
61,-5.0,11.639423975274301,0
68,7.0,8.676734079462966,1
48,-20.0,11.544943234408478,0
65,17.0,13.120322295692926,0
64,-1.0,13.120322295692926,0
67,3.0,11.37876049823487,0
73,6.0,11.561430130683075,0
72,-1.0,11.311603818750935,0
61,-11.0,11.902380714238076,0
68,7.0,8.649249898663097,1
31,-37.0,15.388616695776253,0
26,-5.0,15.295501984321431,0
27,1.0,15.129598867939684,0
20,-7.0,14.222718245318445,0
27,7.0,15.131172490999528,0
21,-6.0,14.996825060817432,0
23,2.0,14.397420403867986,0
11,-12.0,6.4660284417502885,2
19,8.0,7.527726527090798,2
12,-7.0,7.776643908280121,2
14,2.0,7.581305327988731,2
10,-4.0,6.778818551368728,2
22,12.0,8.414839499926522,2
22,0.0,8.375133261199906,2
27,5.0,6.6511724709328535,2
21,-6.0,6.750661343263221,2
18,-3.0,6.175990377490639,2
10,-8.0,6.972736021035606,2
18,8.0,7.448234050846569,2
20,2.0,5.794085654478057,2
23,3.0,5.928141120356107,2
24,1.0,5.5634864026418525,2
27,3.0,5.080307452263458,2
24,-3.0,5.080307452263458,2
17,-7.0,4.7958315233127005,2
15,-2.0,3.735288603626336,2
13,-2.0,3.605551275463967,2
14,1.0,3.3022358947782253,2
21,7.0,4.540820148282406,2
21,0.0,4.29839394148446,2
28,7.0,5.061526214398918,2
23,-5.0,4.59813626840886,2
28,5.0,4.634241089562592,2
38,10.0,5.159365040297828,2
33,-5.0,6.074928962939542,2
26,-7.0,6.701101544131512,2
25,-1.0,6.729466121893631,2
23,-2.0,6.129553700835682,2
21,-2.0,5.879747322073323,2
23,2.0,5.529143565818165,2
10,-13.0,4.898979485566342,2
14,4.0,5.707138387268038,2
22,8.0,6.5791879655253895,2
27,5.0,6.8972044026133075,2
20,-7.0,7.412987316350999,2
22,2.0,7.425823667638289,2
25,3.0,7.476948702830703,2
25,0.0,4.740906081772796,2
28,3.0,4.690415759823409,2
28,0.0,3.8913824205360443,2
21,-7.0,4.375255094603854,2
24,3.0,3.598941643369725,2
27,3.0,3.683941988065012,2
29,2.0,3.598941643369725,2
20,-9.0,5.12231346542703,2
28,8.0,5.999999999999987,2
20,-8.0,6.718843437888473,2
20,0.0,6.202917900165237,2
20,0.0,6.051367417290695,2
20,0.0,5.859465277082302,2
25,5.0,6.214422549122924,2
20,-5.0,5.446711546122716,2
21,1.0,4.242640687119267,2
20,-1.0,2.9439202887759213,2
22,2.0,3.03942350423482,2
15,-7.0,4.111540089159018,2
19,4.0,4.488079449258556,2
24,5.0,4.488079449258556,2
19,-5.0,4.488079449258556,2
10,-9.0,5.533448076836672,2
21,11.0,7.312741652498761,2
23,2.0,7.312741652498761,2
22,-1.0,6.65832811847938,2
27,5.0,6.74360367134593,2
26,-1.0,6.550172662209885,2
32,6.0,6.388233230676822,2
50,18.0,6.8729975438737805,1
50,0.0,6.718843437888468,1
53,3.0,6.676183683170225,1
60,7.0,6.294366339755528,1
60,0.0,6.626066850308838,1
48,-12.0,9.063269671749646,0
48,0.0,9.031690238899271,0
42,-6.0,6.17599037749064,2
50,8.0,7.094598884597574,1
52,2.0,7.033931367037234,1
69,17.0,9.357960705807027,1
74,5.0,9.433981132056593,1
65,-9.0,8.734169352933,1
71,6.0,8.750510189207732,1
70,-1.0,8.041558721209865,1
70,0.0,7.946247991527631,1
70,0.0,8.017837257372717,1
76,6.0,5.354126134736317,1
71,-5.0,5.442338432975977,1
72,1.0,3.9157800414902164,1
72,0.0,3.2366943748507158,1
73,1.0,3.20713490294906,1
70,-3.0,3.4641016151377246,1
70,0.0,3.4641016151377246,1
78,8.0,4.070801956792833,1
76,-2.0,3.545621041711643,1
79,3.0,3.6514837167010783,1
79,0.0,3.6514837167010783,1
73,-6.0,4.509249752822871,1
75,2.0,4.347960660443203,1
71,-4.0,4.705619740571579,1
78,7.0,4.434711565216666,1
72,-6.0,4.961758520831844,1
73,1.0,4.775931721614496,1
73,0.0,4.775931721614496,1
71,-2.0,4.270608298368633,1
74,3.0,4.375255094603848,1
74,0.0,4.035556254807269,1
72,-2.0,2.8535691936339895,1
73,1.0,1.7728105208557774,1
79,6.0,2.8535691936339878,1
79,0.0,2.8535691936339878,1
47,-32.0,12.856349181852291,0
45,-2.0,12.575486358103888,0
46,1.0,12.63592761401657,0
31,-15.0,13.234154946306809,0
32,1.0,13.234154946306809,0
44,12.0,14.282856857085694,0
30,-14.0,14.445299120013628,0
49,19.0,12.459458063579453,0
53,4.0,12.482368517614098,0
48,-5.0,12.697956341006021,0
50,2.0,10.76590738882523,0
53,3.0,10.739335795724665,0
50,-3.0,10.123052428797862,0
27,-23.0,12.594405409508122,0
21,-6.0,9.273618495495695,2
27,6.0,9.586697132211997,0
33,6.0,10.221359521912449,0
28,-5.0,10.090070555230207,0
27,-1.0,9.793097666456804,0
26,-1.0,9.846440014156425,0
25,-1.0,4.750939756661663,2
24,-1.0,4.076646614442736,2
20,-4.0,3.5118845842842195,2
27,7.0,3.8483144114694707,2
54,27.0,10.812250547631686,0
49,-5.0,11.201615529743478,0
54,5.0,11.06044001535803,0
59,5.0,10.838643387259784,0
68,9.0,10.59424821486145,0
76,8.0,9.57427107756337,1
74,-2.0,10.307186582093827,0
72,-2.0,5.503245795502331,1
71,-1.0,4.740906081772795,1
71,0.0,4.790864322059304,1
78,7.0,5.023753102820145,1
70,-8.0,5.559205150447472,1
70,0.0,4.41318371203718,1
71,1.0,4.429339411136542,1
78,7.0,5.1455019654247796,1
79,1.0,5.080307452263456,1
78,-1.0,5.1316014394468645,1
75,-3.0,4.5408201482824015,1
82,7.0,3.860668582611269,1
84,2.0,3.7859388972001558,1
75,-9.0,5.652643713553928,1
74,-1.0,4.894116973712495,1
73,-1.0,4.845223470201376,1
72,-1.0,4.845223470201376,1
76,4.0,5.047394424471924,1
73,-3.0,4.1115400891590115,1
66,-7.0,4.3149794459588575,1
70,4.0,3.8606685826112677,1
73,3.0,4.099941927579414,1
74,1.0,4.099941927579414,1
74,0.0,4.070801956792833,1
73,-1.0,3.7352886036263304,1
76,3.0,3.7352886036263304,1
73,-3.0,2.5166114784235414,1
73,0.0,2.149196970742191,1
71,-2.0,1.9760470401186545,1
73,2.0,2.1157009420497657,1
75,2.0,2.2677868380553172,1
84,9.0,3.9520940802373885,1
75,-9.0,5.5205244747388145,1
77,2.0,5.411627692821641,1
74,-3.0,5.580578567035584,1
72,-2.0,5.580578567035584,1
74,2.0,5.580578567035584,1
72,-2.0,5.563486402641849,1
71,-1.0,3.716116764786004,1
52,-19.0,7.204495950776965,2
54,2.0,7.204495950776964,1
34,-20.0,9.569296137722374,0
43,9.0,11.066896153673362,0
49,6.0,11.530497862294617,0
50,1.0,11.653734328940384,0
33,-17.0,12.686700948330923,0
42,9.0,12.094863136295263,0
32,-10.0,12.375090187261545,0
47,15.0,11.466306749611677,0
21,-26.0,14.937966968194065,0
27,6.0,14.937966968194065,0
33,6.0,15.284601650649826,0
40,7.0,14.118545723031573,0
34,-6.0,13.837492203292843,0
32,-2.0,13.304134695650061,0
31,-1.0,11.55731061153192,0
25,-6.0,5.711308748355962,2
18,-7.0,5.76524893114729,2
16,-2.0,4.790864322059296,2
25,9.0,5.459809869356582,2
28,3.0,5.459809869356582,2
29,1.0,5.472876844254827,2
24,-5.0,5.744562646538005,2
16,-8.0,6.074928962939537,2
27,11.0,6.99319397019428,2
28,1.0,6.848705126136008,2
21,-7.0,6.67974906856892,2
28,7.0,7.1879528842825895,2
29,1.0,7.1879528842825895,2
23,-6.0,7.312741652498754,2
24,1.0,6.440201120787315,2
29,5.0,5.186980037050618,2
25,-4.0,5.411627692821634,2
27,2.0,4.598136268408849,2
45,18.0,7.807200583588248,1
34,-11.0,9.340133577101291,0
41,7.0,9.071147352221438,0
39,-2.0,9.22728872111721,0
37,-2.0,9.245333443212862,0
40,3.0,8.970852271450589,0
41,1.0,8.981462390204971,0
27,-14.0,7.502380574571915,2
22,-5.0,6.676183683170221,2
28,6.0,6.466028441750277,2
21,-7.0,6.7541874136751145,2
29,8.0,7.861903319777184,2
29,0.0,7.678045386189161,2
23,-6.0,7.7428922859859455,2
24,1.0,5.912053869204902,2
15,-9.0,6.58280588604381,2
18,3.0,6.133436852128448,2
10,-8.0,6.2943663397555225,2
23,13.0,7.6904393335398495,2
23,0.0,7.6904393335398495,2
21,-2.0,7.387247699341635,2
22,1.0,7.387247699341635,2
21,-1.0,6.362090102803494,2
21,0.0,6.294366339755521,2
23,2.0,5.080307452263446,2
21,-2.0,1.4960264830860883,2
22,1.0,1.5735915849387885,2
24,2.0,1.5118578920368069,2
24,0.0,1.4960264830860883,2
24,0.0,1.3972762620114334,2
19,-5.0,2.497617912751054,2
13,-6.0,3.0472470011001698,2
11,-2.0,3.0472470011001698,2
13,2.0,3.199702367110874,2
12,-1.0,2.8702082220798775,2
23,11.0,5.639993245521088,2
20,-3.0,5.740416444159835,2
24,4.0,5.5891050480461475,2
24,0.0,4.790864322059293,2
29,5.0,4.649628761422497,2
20,-9.0,6.4031242374328246,2
26,6.0,6.58280588604381,2
28,2.0,5.282495802626028,2
20,-8.0,6.137317546507298,2
20,0.0,5.883795341363202,2
33,13.0,7.825477316949742,2
37,4.0,7.755182598937104,2
45,8.0,6.629659188252489,1
48,3.0,6.542898731412822,1
54,6.0,6.600865744084504,1
50,-4.0,5.49891764241791,2
50,0.0,5.49891764241791,1
44,-6.0,5.1593650402978195,2
44,0.0,5.066228051190192,2
46,2.0,4.099941927579403,2
46,0.0,3.9036002917940946,2
51,5.0,3.6449573777636943,1
52,1.0,3.302235894778204,1
30,-22.0,9.06326967174964,2
25,-5.0,9.01321780709281,2
27,2.0,9.144345117013428,0
25,-2.0,8.944271909999141,2
20,-5.0,8.864052604279166,2
25,5.0,8.864052604279166,2
23,-2.0,8.66849797501602,2
27,4.0,4.1173269183270635,2
26,-1.0,3.6253078686998195,2
26,0.0,3.532165125838564,2
20,-6.0,4.151878519188021,2
51,31.0,12.286267983093182,0
52,1.0,12.348124978157216,0
39,-13.0,13.82888626166601,0
33,-6.0,14.135399669253202,0
22,-11.0,14.842025275740303,0
22,0.0,14.842025275740303,0
23,1.0,14.649882170824696,0
21,-2.0,5.822779568621985,2
22,1.0,5.822779568621985,2
28,6.0,5.503245795502324,2
22,-6.0,5.503245795502324,2
22,0.0,3.60555127546395,2
21,-1.0,3.625307868699824,2
23,2.0,3.696845502136434,2
21,-2.0,3.696845502136434,2
24,3.0,3.860668582611258,2
27,3.0,3.236694374850704,2
25,-2.0,2.2253945610566825,2
28,3.0,2.410295378065419,2
31,3.0,2.370453040886347,2
30,-1.0,2.516611478423526,2
26,-4.0,2.9840847683605802,2
31,5.0,3.3166247903553567,2
40,9.0,4.488079449258541,2
47,7.0,4.488079449258541,1
51,4.0,4.498677054212155,1
49,-2.0,4.928053803045782,2
60,11.0,5.529143565818154,1
56,-4.0,5.529143565818154,1
55,-1.0,5.855400437691174,1
52,-3.0,5.707138387268027,1
50,-2.0,5.318431562567484,1
52,2.0,5.1455019654247725,1
48,-4.0,5.336308693862284,2
52,4.0,3.0783421635988093,1
53,1.0,2.8784916685156494,1
48,-5.0,3.3665016461206516,2
34,-14.0,5.996030432909817,2
37,3.0,6.362090102803497,2
30,-7.0,6.362090102803497,2
34,4.0,6.879922480183411,2
32,-2.0,6.362090102803497,2
20,-12.0,6.921326600064589,2
25,5.0,7.825477316949744,2
28,3.0,6.466028441750279,2
22,-6.0,6.466028441750279,2
28,6.0,6.701101544131504,2
28,0.0,6.440201120787315,2
24,-4.0,6.542898731412824,2
27,3.0,4.546060565661921,2
27,0.0,4.191828786034598,2
27,0.0,4.017817460121461,2
26,-1.0,3.1547394428669815,2
24,-2.0,2.149196970742175,2
24,0.0,2.149196970742175,2
23,-1.0,1.5735915849387976,2
27,4.0,1.9148542155126032,2
21,-6.0,2.9680841985232718,2
24,3.0,3.3094381626464444,2
23,-1.0,3.3094381626464444,2
20,-3.0,3.408672412985346,2
22,2.0,3.545621041711634,2
28,6.0,4.231401884099598,2
27,-1.0,3.999999999999965,2
21,-6.0,3.999999999999965,2
27,6.0,4.503966505838382,2
22,-5.0,4.947341758580076,2
23,1.0,4.790864322059296,2
18,-5.0,5.126959555693219,2
11,-7.0,4.68533680244875,2
10,-1.0,4.68533680244875,2
12,2.0,4.644505202002501,2
12,0.0,3.4846602621858076,2
10,-2.0,3.251373336211683,2
9,-1.0,3.0550504633038473,2
10,1.0,2.9113897843109555,2
14,4.0,2.0701966780269934,2
8,-6.0,3.199702367110878,2
12,4.0,3.5118845842842057,2
13,1.0,3.532165125838569,2
13,0.0,3.408672412985345,2
13,0.0,3.3594217189441995,2
14,1.0,3.3594217189441995,2
10,-4.0,3.3594217189442,2
12,2.0,2.4397501823712746,2
11,-1.0,1.9518001458969936,2
12,1.0,1.9518001458969936,2
12,0.0,1.9518001458969936,2
13,1.0,1.999999999999929,2
14,1.0,1.999999999999929,2
10,-4.0,1.999999999999929,2
16,6.0,2.9920529661723347,2
17,1.0,2.911389784310955,2
13,-4.0,3.4364987719368565,2
10,-3.0,3.638419332360545,2
14,4.0,3.9761191895519836,2
10,-4.0,4.237025012007915,2
13,3.0,4.117326918327067,2
15,2.0,3.4364987719368565,2
17,2.0,3.5118845842842057,2
11,-6.0,3.9460649476951453,2
13,2.0,3.8234863173610725,2
12,-1.0,3.4982989063393304,2
14,2.0,3.154739442866981,2
11,-3.0,3.199702367110878,2
8,-3.0,3.162277660168335,2
7,-1.0,2.878491668515649,2
7,0.0,2.0701966780269947,2
9,2.0,2.0701966780269947,2
6,-3.0,2.2677868380553012,2
6,0.0,1.9518001458969945,2
9,3.0,2.2886885410852558,2
9,0.0,1.951800145896994,2
11,2.0,1.9880595947759387,2
11,0.0,1.9880595947759387,2
11,0.0,1.8898223650460613,2
14,3.0,1.4638501094227028,2
14,0.0,1.4638501094227028,2
12,-2.0,1.6183471874252868,2
10,-2.0,1.8644544714715332,2
13,3.0,2.0586634591634825,2
11,-2.0,2.2360679774997267,2
11,0.0,2.2360679774997267,2
14,3.0,2.2360679774997267,2
11,-3.0,2.507132682111979,2
14,3.0,2.6903708365381447,2
19,5.0,2.9840847683605807,2
18,-1.0,2.9840847683605807,2
18,0.0,2.7688746209726403,2
20,2.0,2.751622897751123,2
24,4.0,2.878491668515648,2
24,0.0,2.2677868380553003,2
22,-2.0,2.609506430251423,2
16,-6.0,3.154739442866981,2
15,-1.0,3.154739442866981,2
18,3.0,3.4156502553198242,2
15,-3.0,3.45032779671173,2
21,6.0,3.952094080237379,2
24,3.0,4.1633319989322315,2
20,-4.0,4.386125310350236,2
30,10.0,5.033222956847138,2
31,1.0,4.889249625940736,2
34,3.0,4.889249625940736,2
33,-1.0,4.577377082170604,2
31,-2.0,4.577377082170604,2
30,-1.0,4.59813626840885,2
30,0.0,4.117326918327069,2
26,-4.0,2.225394561056685,2
28,2.0,2.37045304088635,2
32,4.0,2.627691364061165,2
39,7.0,3.7606990231680153,2
42,3.0,3.5989416433697103,2
39,-3.0,3.903600291794097,2
33,-6.0,4.790864322059295,2
31,-2.0,4.535573676110696,2
34,3.0,4.598136268408849,2
30,-4.0,4.680252333449728,2
31,1.0,3.5321651258385693,2
31,0.0,3.10145895008258,2
30,-1.0,3.0394235042348017,2
30,0.0,2.2253945610566843,2
42,12.0,5.061526214398907,2
31,-11.0,6.852180744287229,2
41,10.0,7.634508123364203,2
42,1.0,7.634508123364203,2
46,4.0,7.6469726347222,2
47,1.0,7.546680127869517,2
45,-2.0,7.69043933353985,2
44,-1.0,6.369570517030822,2
41,-3.0,4.429339411136533,2
30,-11.0,4.755948656056681,2
33,3.0,4.990467102863381,2
29,-4.0,4.4668088108156905,2
27,-2.0,4.220133150686545,2
29,2.0,4.608480795022907,2
28,-1.0,4.608480795022907,2
25,-3.0,4.608480795022907,2
25,0.0,2.56347977784657,2
27,2.0,2.3401261667248208,2
28,1.0,1.9518001458969958,2
28,0.0,1.772810520855759,2
24,-4.0,2.1380899352993312,2
27,3.0,2.544836041121353,2
23,-4.0,2.751622897751125,2
