timestamp,value,classification,date,sentiment_score,value_7d,value_30d,daily_change,volatility_7d,next_class
2019-05-14 05:30:00+00:00,78,Extreme Greed,2019-05-14,100,72.85714285714286,60.4,0.0,4.070801956792856,Extreme Greed
2019-05-15 05:30:00+00:00,77,Extreme Greed,2019-05-15,100,74.85714285714286,60.96666666666667,-1.0,2.828427124746184,Extreme Greed
2019-05-16 05:30:00+00:00,75,Extreme Greed,2019-05-16,100,75.71428571428571,61.8,-2.0,2.544836041121403,Greed
2019-05-17 05:30:00+00:00,65,Greed,2019-05-17,75,74.85714285714286,61.93333333333333,-10.0,4.740906081772816,Greed
2019-05-18 05:30:00+00:00,67,Greed,2019-05-18,75,73.57142857142857,62.03333333333333,2.0,4.231401884099631,Greed
2019-05-19 05:30:00+00:00,70,Greed,2019-05-19,75,72.85714285714286,62.333333333333336,3.0,4.535573676110726,Greed
2019-05-20 05:30:00+00:00,73,Greed,2019-05-20,75,72.14285714285714,62.7,3.0,4.535573676110726,Greed
2019-05-21 05:30:00+00:00,68,Greed,2019-05-21,75,70.71428571428571,62.9,-5.0,4.790864322059325,Greed
2019-05-22 05:30:00+00:00,69,Greed,2019-05-22,75,69.57142857142857,63.166666666666664,1.0,4.879500364742666,Greed
2019-05-23 05:30:00+00:00,65,Greed,2019-05-23,75,68.14285714285714,63.06666666666667,-4.0,4.995235825502231,Greed
2019-05-24 05:30:00+00:00,64,Greed,2019-05-24,75,68.0,63.03333333333333,-1.0,3.2877840272018775,Greed
2019-05-25 05:30:00+00:00,69,Greed,2019-05-25,75,68.28571428571429,63.4,5.0,3.7733400639347656,Greed
2019-05-26 05:30:00+00:00,67,Greed,2019-05-26,75,67.85714285714286,64.26666666666667,-2.0,3.644957377763734,Greed
2019-05-27 05:30:00+00:00,70,Greed,2019-05-27,75,67.42857142857143,65.2,3.0,3.644957377763734,Greed
2019-05-28 05:30:00+00:00,71,Greed,2019-05-28,75,67.85714285714286,66.23333333333333,1.0,3.0472470011002173,Greed
2019-05-29 05:30:00+00:00,71,Greed,2019-05-29,75,68.14285714285714,67.2,0.0,3.0394235042348443,Greed
2019-05-30 05:30:00+00:00,73,Greed,2019-05-30,75,69.28571428571429,68.23333333333333,2.0,2.4102953780654732,Greed
2019-05-31 05:30:00+00:00,61,Greed,2019-05-31,75,68.85714285714286,68.56666666666666,-12.0,5.563486402641868,Greed
2019-06-01 05:30:00+00:00,62,Greed,2019-06-01,75,67.85714285714286,68.96666666666667,1.0,5.0990195135927845,Greed
2019-06-02 05:30:00+00:00,63,Greed,2019-06-02,75,67.28571428571429,68.96666666666667,1.0,5.1269595556932455,Greed
2019-06-03 05:30:00+00:00,66,Greed,2019-06-03,75,66.71428571428571,68.96666666666667,3.0,5.1269595556932455,Fear
2019-06-04 05:30:00+00:00,42,Fear,2019-06-04,25,62.57142857142857,68.13333333333334,-24.0,10.123052428797871,Fear
2019-06-05 05:30:00+00:00,27,Fear,2019-06-05,25,56.285714285714285,67.13333333333334,-15.0,10.672617387724623,Fear
2019-06-06 05:30:00+00:00,34,Fear,2019-06-06,25,50.714285714285715,65.96666666666667,7.0,11.457997830586038,Fear
2019-06-07 05:30:00+00:00,27,Fear,2019-06-07,25,45.857142857142854,64.76666666666667,-7.0,11.141941354308825,Greed
2019-06-08 05:30:00+00:00,62,Greed,2019-06-08,75,45.857142857142854,64.53333333333333,35.0,18.859126879754182,Greed
2019-06-09 05:30:00+00:00,62,Greed,2019-06-09,75,45.714285714285715,64.23333333333333,0.0,18.854076229722594,Neutral
2019-06-10 05:30:00+00:00,46,Neutral,2019-06-10,50,42.857142857142854,63.233333333333334,-16.0,19.675946156229873,Greed
2019-06-11 05:30:00+00:00,61,Greed,2019-06-11,75,45.57142857142857,62.766666666666666,15.0,18.154102251872125,Greed
2019-06-12 05:30:00+00:00,60,Greed,2019-06-12,75,50.285714285714285,62.166666666666664,-1.0,16.580252166501023,Greed
2019-06-13 05:30:00+00:00,63,Greed,2019-06-13,75,54.42857142857143,61.666666666666664,3.0,16.557259952747533,Greed
2019-06-14 05:30:00+00:00,67,Greed,2019-06-14,75,60.142857142857146,61.333333333333336,4.0,15.829448144879484,Extreme Greed
2019-06-15 05:30:00+00:00,75,Extreme Greed,2019-06-15,100,62.0,61.333333333333336,8.0,9.546876826630642,Extreme Greed
2019-06-16 05:30:00+00:00,80,Extreme Greed,2019-06-16,100,64.57142857142857,61.833333333333336,5.0,9.571783930858846,Extreme Greed
2019-06-17 05:30:00+00:00,84,Extreme Greed,2019-06-17,100,70.0,62.4,4.0,4.995235825502229,Extreme Greed
2019-06-18 05:30:00+00:00,83,Extreme Greed,2019-06-18,100,73.14285714285714,62.833333333333336,-1.0,3.2366943748507486,Extreme Greed
2019-06-19 05:30:00+00:00,82,Extreme Greed,2019-06-19,100,76.28571428571429,63.13333333333333,-1.0,3.2366943748507486,Extreme Greed
2019-06-20 05:30:00+00:00,81,Extreme Greed,2019-06-20,100,78.85714285714286,63.56666666666667,-1.0,3.5989416433697508,Extreme Greed
2019-06-21 05:30:00+00:00,84,Extreme Greed,2019-06-21,100,81.28571428571429,64.06666666666666,3.0,3.5523298860110994,Extreme Greed
2019-06-22 05:30:00+00:00,83,Extreme Greed,2019-06-22,100,82.42857142857143,64.66666666666667,-1.0,2.734262327610593,Extreme Greed
2019-06-23 05:30:00+00:00,84,Extreme Greed,2019-06-23,100,83.0,65.33333333333333,1.0,2.149196970742246,Extreme Greed
2019-06-24 05:30:00+00:00,80,Extreme Greed,2019-06-24,100,82.42857142857143,65.7,-4.0,2.1491969707422482,Extreme Greed
2019-06-25 05:30:00+00:00,87,Extreme Greed,2019-06-25,100,83.0,66.36666666666666,7.0,3.5523298860111017,Extreme Greed
2019-06-26 05:30:00+00:00,95,Extreme Greed,2019-06-26,100,84.85714285714286,67.2,8.0,4.413183712037206,Extreme Greed
2019-06-27 05:30:00+00:00,92,Extreme Greed,2019-06-27,100,86.42857142857143,67.9,-3.0,4.685336802448782,Greed
2019-06-28 05:30:00+00:00,62,Greed,2019-06-28,75,83.28571428571429,67.6,-30.0,12.72043724914847,Greed
2019-06-29 05:30:00+00:00,74,Greed,2019-06-29,75,82.0,67.63333333333334,12.0,13.97276262011544,Extreme Greed
2019-06-30 05:30:00+00:00,78,Extreme Greed,2019-06-30,100,81.14285714285714,68.2,4.0,14.09998311380279,Greed
2019-07-01 05:30:00+00:00,65,Greed,2019-07-01,75,79.0,68.3,-13.0,14.825974632702021,Greed
2019-07-02 05:30:00+00:00,63,Greed,2019-07-02,75,75.57142857142857,68.3,-2.0,14.281189759693726,Extreme Greed
2019-07-03 05:30:00+00:00,79,Extreme Greed,2019-07-03,100,73.28571428571429,68.73333333333333,16.0,15.606775085565516,Extreme Greed
2019-07-04 05:30:00+00:00,76,Extreme Greed,2019-07-04,100,71.0,69.86666666666666,-3.0,15.606775085565516,Greed
2019-07-05 05:30:00+00:00,67,Greed,2019-07-05,75,71.71428571428571,71.2,-9.0,10.60996835864408,Greed
2019-07-06 05:30:00+00:00,72,Greed,2019-07-06,75,71.42857142857143,72.46666666666667,5.0,9.655987533033336,Greed
2019-07-07 05:30:00+00:00,67,Greed,2019-07-07,75,69.85714285714286,73.8,-5.0,9.589180410878761,Greed
2019-07-08 05:30:00+00:00,74,Greed,2019-07-08,75,71.14285714285714,74.2,7.0,8.538428538364766,Extreme Greed
2019-07-09 05:30:00+00:00,84,Extreme Greed,2019-07-09,100,74.14285714285714,74.93333333333334,10.0,8.962886439832499,Extreme Greed
2019-07-10 05:30:00+00:00,83,Extreme Greed,2019-07-10,100,74.71428571428571,76.16666666666667,-1.0,6.924765768773766,Greed
2019-07-11 05:30:00+00:00,62,Greed,2019-07-11,75,72.71428571428571,76.2,-21.0,10.754843869934453,Fear
2019-07-12 05:30:00+00:00,33,Fear,2019-07-12,25,67.85714285714286,75.3,-29.0,14.814728835729344,Greed
2019-07-13 05:30:00+00:00,65,Greed,2019-07-13,75,66.85714285714286,75.36666666666666,32.0,20.305992547357377,Greed
2019-07-14 05:30:00+00:00,61,Greed,2019-07-14,75,66.0,75.16666666666667,-4.0,20.276657938202174,Extreme Fear
2019-07-15 05:30:00+00:00,16,Extreme Fear,2019-07-15,0,57.714285714285715,73.2,-45.0,25.714550263189423,Fear
2019-07-16 05:30:00+00:00,34,Fear,2019-07-16,25,50.57142857142857,71.66666666666667,18.0,26.81683905949501,Extreme Fear
2019-07-17 05:30:00+00:00,19,Extreme Fear,2019-07-17,0,41.42857142857143,69.5,-15.0,26.8044061765261,Fear
2019-07-18 05:30:00+00:00,40,Fear,2019-07-18,25,38.285714285714285,68.06666666666666,21.0,28.36328948616839,Fear
2019-07-19 05:30:00+00:00,42,Fear,2019-07-19,25,39.57142857142857,66.73333333333333,2.0,25.97251294294467,Fear
2019-07-20 05:30:00+00:00,34,Fear,2019-07-20,25,35.142857142857146,65.16666666666667,-8.0,22.217539189096698,Fear
2019-07-21 05:30:00+00:00,42,Fear,2019-07-21,25,32.42857142857143,63.766666666666666,8.0,22.7135369747814,Fear
2019-07-22 05:30:00+00:00,42,Fear,2019-07-22,25,36.142857142857146,62.4,0.0,13.073054803861327,Fear
2019-07-23 05:30:00+00:00,40,Fear,2019-07-23,25,37.0,60.93333333333333,-2.0,11.52430144562019,Extreme Fear
2019-07-24 05:30:00+00:00,20,Extreme Fear,2019-07-24,0,37.142857142857146,58.93333333333333,-20.0,12.759683530931463,Fear
2019-07-25 05:30:00+00:00,42,Fear,2019-07-25,25,37.42857142857143,57.43333333333333,22.0,13.034752084514754,Extreme Fear
2019-07-26 05:30:00+00:00,24,Extreme Fear,2019-07-26,0,34.857142857142854,55.06666666666667,-18.0,14.683972474063259,Neutral
2019-07-27 05:30:00+00:00,47,Neutral,2019-07-27,50,36.714285714285715,53.56666666666667,23.0,17.22816077849065,Extreme Fear
2019-07-28 05:30:00+00:00,16,Extreme Fear,2019-07-28,0,33.0,52.03333333333333,-31.0,20.838380341046065,Extreme Fear
2019-07-29 05:30:00+00:00,19,Extreme Fear,2019-07-29,0,29.714285714285715,50.2,3.0,20.958007902424676,Extreme Fear
2019-07-30 05:30:00+00:00,22,Extreme Fear,2019-07-30,0,27.142857142857142,48.333333333333336,3.0,21.093894399858478,Fear
2019-07-31 05:30:00+00:00,31,Fear,2019-07-31,25,28.714285714285715,47.2,9.0,19.915296824778874,Greed
2019-08-01 05:30:00+00:00,57,Greed,2019-08-01,75,30.857142857142858,47.0,26.0,20.64322787605797,Greed
2019-08-02 05:30:00+00:00,61,Greed,2019-08-02,75,36.142857142857146,46.4,4.0,18.643267647368805,Greed
2019-08-03 05:30:00+00:00,61,Greed,2019-08-03,75,38.142857142857146,45.9,0.0,16.95090951345482,Greed
2019-08-04 05:30:00+00:00,62,Greed,2019-08-04,75,44.714285714285715,45.733333333333334,1.0,9.034326074425664,Greed
2019-08-05 05:30:00+00:00,64,Greed,2019-08-05,75,51.142857142857146,45.46666666666667,2.0,9.10781976942785,Greed
2019-08-06 05:30:00+00:00,66,Greed,2019-08-06,75,57.42857142857143,45.43333333333333,2.0,9.178131358729567,Neutral
2019-08-07 05:30:00+00:00,45,Neutral,2019-08-07,50,59.42857142857143,44.46666666666667,-21.0,13.625955623979792,Greed
2019-08-08 05:30:00+00:00,61,Greed,2019-08-08,75,60.0,43.7,16.0,10.952277432222981,Greed
2019-08-09 05:30:00+00:00,60,Greed,2019-08-09,75,59.857142857142854,42.93333333333333,-1.0,10.854009572942328,Greed
2019-08-10 05:30:00+00:00,59,Greed,2019-08-10,75,59.57142857142857,42.833333333333336,-1.0,10.8583959176649,Neutral
2019-08-11 05:30:00+00:00,45,Neutral,2019-08-11,50,57.142857142857146,43.233333333333334,-14.0,11.984116472191328,Neutral
2019-08-12 05:30:00+00:00,48,Neutral,2019-08-12,50,54.857142857142854,42.666666666666664,3.0,12.051476890327388,Neutral
2019-08-13 05:30:00+00:00,45,Neutral,2019-08-13,50,51.857142857142854,42.13333333333333,-3.0,11.902380714238078,Extreme Fear
2019-08-14 05:30:00+00:00,11,Extreme Fear,2019-08-14,0,47.0,41.96666666666667,-34.0,15.614401167176528,Extreme Fear
2019-08-15 05:30:00+00:00,13,Extreme Fear,2019-08-15,0,40.142857142857146,41.266666666666666,2.0,13.208943579112994,Fear
2019-08-16 05:30:00+00:00,31,Fear,2019-08-16,25,36.0,41.666666666666664,18.0,16.22167861668012,Extreme Fear
2019-08-17 05:30:00+00:00,20,Extreme Fear,2019-08-17,0,30.428571428571427,41.0,-11.0,16.33867745419992,Extreme Fear
2019-08-18 05:30:00+00:00,14,Extreme Fear,2019-08-18,0,26.0,40.06666666666667,-6.0,15.92542142673303,Fear
2019-08-19 05:30:00+00:00,30,Fear,2019-08-19,25,23.428571428571427,39.93333333333333,16.0,17.60546451964221,Fear
2019-08-20 05:30:00+00:00,39,Fear,2019-08-20,25,22.571428571428573,39.833333333333336,9.0,18.133105740868654,Extreme Fear
2019-08-21 05:30:00+00:00,11,Extreme Fear,2019-08-21,0,22.571428571428573,38.8,-28.0,16.360521589077365,Extreme Fear
2019-08-22 05:30:00+00:00,5,Extreme Fear,2019-08-22,0,21.428571428571427,37.63333333333333,-6.0,16.47653454086114,Fear
2019-08-23 05:30:00+00:00,33,Fear,2019-08-23,25,21.714285714285715,38.06666666666667,28.0,18.696829372153676,Fear
2019-08-24 05:30:00+00:00,39,Fear,2019-08-24,25,24.428571428571427,37.96666666666667,6.0,18.080507788907966,Fear
2019-08-25 05:30:00+00:00,33,Fear,2019-08-25,25,27.142857142857142,38.266666666666666,-6.0,18.080507788907966,Fear
2019-08-26 05:30:00+00:00,41,Fear,2019-08-26,25,28.714285714285715,38.06666666666667,8.0,17.3383692318236,Fear
2019-08-27 05:30:00+00:00,30,Fear,2019-08-27,25,27.428571428571427,38.53333333333333,-11.0,17.55671083198943,Fear
2019-08-28 05:30:00+00:00,32,Fear,2019-08-28,25,30.428571428571427,38.96666666666667,2.0,13.025615788386602,Extreme Fear
2019-08-29 05:30:00+00:00,20,Extreme Fear,2019-08-29,0,32.57142857142857,38.9,-12.0,13.885586909076745,Extreme Fear
2019-08-30 05:30:00+00:00,24,Extreme Fear,2019-08-30,0,31.285714285714285,38.666666666666664,4.0,8.260635280539562,Extreme Fear
2019-08-31 05:30:00+00:00,20,Extreme Fear,2019-08-31,0,28.571428571428573,37.43333333333333,-4.0,7.6313888145012605,Extreme Fear
2019-09-01 05:30:00+00:00,24,Extreme Fear,2019-09-01,0,27.285714285714285,36.2,4.0,7.8467463684911,Fear
2019-09-02 05:30:00+00:00,28,Fear,2019-09-02,25,25.428571428571427,35.1,4.0,7.174690967295398,Fear
2019-09-03 05:30:00+00:00,41,Fear,2019-09-03,25,27.0,34.4,13.0,7.785823502947346,Fear
2019-09-04 05:30:00+00:00,43,Fear,2019-09-04,25,28.571428571428573,33.7,2.0,7.785823502947346,Fear
2019-09-05 05:30:00+00:00,41,Fear,2019-09-05,25,31.571428571428573,32.86666666666667,-2.0,5.446711546122697,Fear
2019-09-06 05:30:00+00:00,43,Fear,2019-09-06,25,34.285714285714285,32.8,2.0,5.4379618030497605,Fear
2019-09-07 05:30:00+00:00,39,Fear,2019-09-07,25,37.0,32.06666666666667,-4.0,5.4379618030497605,Fear
2019-09-08 05:30:00+00:00,43,Fear,2019-09-08,25,39.714285714285715,31.5,4.0,5.4379618030497605,Fear
2019-09-09 05:30:00+00:00,41,Fear,2019-09-09,25,41.57142857142857,30.9,-2.0,5.669467095138376,Fear
2019-09-10 05:30:00+00:00,41,Fear,2019-09-10,25,41.57142857142857,30.766666666666666,0.0,2.82842712474613,Fear
2019-09-11 05:30:00+00:00,38,Fear,2019-09-11,25,40.857142857142854,30.433333333333334,-3.0,2.870208222079873,Fear
2019-09-12 05:30:00+00:00,39,Fear,2019-09-12,25,40.57142857142857,30.233333333333334,1.0,2.870208222079872,Fear
2019-09-13 05:30:00+00:00,38,Fear,2019-09-13,25,39.857142857142854,31.133333333333333,-1.0,2.690370836538135,Fear
2019-09-14 05:30:00+00:00,39,Fear,2019-09-14,25,39.857142857142854,32.0,1.0,2.3094010767584288,Fear
2019-09-15 05:30:00+00:00,38,Fear,2019-09-15,25,39.142857142857146,32.233333333333334,-1.0,1.4960264830860794,Fear
2019-09-16 05:30:00+00:00,38,Fear,2019-09-16,25,38.714285714285715,32.833333333333336,0.0,1.397276262011423,Fear
2019-09-17 05:30:00+00:00,41,Fear,2019-09-17,25,38.714285714285715,33.733333333333334,3.0,1.914854215512587,Fear
2019-09-18 05:30:00+00:00,38,Fear,2019-09-18,25,38.714285714285715,34.0,-3.0,1.914854215512587,Fear
2019-09-19 05:30:00+00:00,31,Fear,2019-09-19,25,37.57142857142857,33.733333333333334,-7.0,3.1847852585153698,Fear
2019-09-20 05:30:00+00:00,41,Fear,2019-09-20,25,38.0,34.733333333333334,10.0,5.2870011303555255,Fear
2019-09-21 05:30:00+00:00,37,Fear,2019-09-21,25,37.714285714285715,35.8,-4.0,5.529143565818148,Fear
2019-09-22 05:30:00+00:00,37,Fear,2019-09-22,25,37.57142857142857,35.93333333333333,0.0,5.520524474738802,Fear
2019-09-23 05:30:00+00:00,41,Fear,2019-09-23,25,38.0,36.0,4.0,5.740416444159831,Fear
2019-09-24 05:30:00+00:00,39,Fear,2019-09-24,25,37.714285714285715,36.2,-2.0,5.677860093212486,Extreme Fear
2019-09-25 05:30:00+00:00,15,Extreme Fear,2019-09-25,0,34.42857142857143,35.333333333333336,-24.0,10.688222267435073,Extreme Fear
2019-09-26 05:30:00+00:00,12,Extreme Fear,2019-09-26,0,31.714285714285715,34.733333333333334,-3.0,10.562737740350663,Extreme Fear
2019-09-27 05:30:00+00:00,24,Extreme Fear,2019-09-27,0,29.285714285714285,34.46666666666667,12.0,10.982670331893209,Fear
2019-09-28 05:30:00+00:00,32,Fear,2019-09-28,25,28.571428571428573,34.86666666666667,8.0,11.614850920470808,Fear
2019-09-29 05:30:00+00:00,33,Fear,2019-09-29,25,28.0,35.166666666666664,1.0,11.6312387253342,Fear
2019-09-30 05:30:00+00:00,27,Fear,2019-09-30,25,26.0,35.4,-6.0,11.590225767142458,Fear
2019-10-01 05:30:00+00:00,38,Fear,2019-10-01,25,25.857142857142858,35.86666666666667,11.0,12.588732679511077,Fear
2019-10-02 05:30:00+00:00,39,Fear,2019-10-02,25,29.285714285714285,36.233333333333334,1.0,6.996597812678716,Fear
2019-10-03 05:30:00+00:00,37,Fear,2019-10-03,25,32.857142857142854,36.1,-2.0,6.852180744287222,Fear
2019-10-04 05:30:00+00:00,30,Fear,2019-10-04,25,33.714285714285715,35.666666666666664,-7.0,6.7188434378884585,Fear
2019-10-05 05:30:00+00:00,31,Fear,2019-10-05,25,33.57142857142857,35.333333333333336,1.0,5.956189257922397,Fear
2019-10-06 05:30:00+00:00,32,Fear,2019-10-06,25,33.42857142857143,34.96666666666667,1.0,5.956189257922397,Fear
2019-10-07 05:30:00+00:00,27,Fear,2019-10-07,25,33.42857142857143,34.56666666666667,-5.0,5.802298395176376,Fear
2019-10-08 05:30:00+00:00,39,Fear,2019-10-08,25,33.57142857142857,34.43333333333333,12.0,6.121780008803825,Fear
2019-10-09 05:30:00+00:00,37,Fear,2019-10-09,25,33.285714285714285,34.3,-2.0,6.1566843271976825,Fear
2019-10-10 05:30:00+00:00,41,Fear,2019-10-10,25,33.857142857142854,34.3,4.0,6.294366339755519,Fear
2019-10-11 05:30:00+00:00,39,Fear,2019-10-11,25,35.142857142857146,34.333333333333336,-2.0,5.529143565818148,Fear
2019-10-12 05:30:00+00:00,38,Fear,2019-10-12,25,36.142857142857146,34.3,-1.0,5.597618541248859,Fear
2019-10-13 05:30:00+00:00,38,Fear,2019-10-13,25,37.0,34.3,0.0,5.610364558225262,Fear
2019-10-14 05:30:00+00:00,37,Fear,2019-10-14,25,38.42857142857143,34.233333333333334,-1.0,5.094347941825393,Fear
2019-10-15 05:30:00+00:00,39,Fear,2019-10-15,25,38.42857142857143,34.266666666666666,2.0,2.2360679774997183,Fear
2019-10-16 05:30:00+00:00,40,Fear,2019-10-16,25,38.857142857142854,34.333333333333336,1.0,2.070196678026984,Fear
2019-10-17 05:30:00+00:00,40,Fear,2019-10-17,25,38.714285714285715,34.3,0.0,1.3451854182689802,Fear
2019-10-18 05:30:00+00:00,40,Fear,2019-10-18,25,38.857142857142854,34.36666666666667,0.0,1.0690449676495468,Fear
2019-10-19 05:30:00+00:00,41,Fear,2019-10-19,25,39.285714285714285,34.7,1.0,0.9759000729483664,Fear
2019-10-20 05:30:00+00:00,37,Fear,2019-10-20,25,39.142857142857146,34.56666666666667,-4.0,1.9518001458969847,Fear
2019-10-21 05:30:00+00:00,37,Fear,2019-10-21,25,39.142857142857146,34.56666666666667,0.0,1.9148542155125925,Fear
2019-10-22 05:30:00+00:00,39,Fear,2019-10-22,25,39.142857142857146,34.63333333333333,2.0,1.9148542155125925,Fear
2019-10-23 05:30:00+00:00,33,Fear,2019-10-23,25,38.142857142857146,34.36666666666667,-6.0,2.8867513459480754,Extreme Fear
2019-10-24 05:30:00+00:00,20,Extreme Fear,2019-10-24,0,35.285714285714285,33.733333333333334,-13.0,5.304984179322013,Extreme Fear
2019-10-25 05:30:00+00:00,24,Extreme Fear,2019-10-25,0,33.0,34.03333333333333,4.0,5.8513327745134225,Neutral
2019-10-26 05:30:00+00:00,53,Neutral,2019-10-26,50,34.714285714285715,35.4,29.0,13.300554947247937,Neutral
2019-10-27 05:30:00+00:00,50,Neutral,2019-10-27,50,36.57142857142857,36.266666666666666,-3.0,13.234154946306802,Neutral
2019-10-28 05:30:00+00:00,52,Neutral,2019-10-28,50,38.714285714285715,36.93333333333333,2.0,13.208943579112985,Neutral
2019-10-29 05:30:00+00:00,54,Neutral,2019-10-29,50,40.857142857142854,37.63333333333333,2.0,13.208943579112985,Neutral
2019-10-30 05:30:00+00:00,53,Neutral,2019-10-30,50,43.714285714285715,38.5,-1.0,12.824827112916186,Neutral
2019-10-31 05:30:00+00:00,50,Neutral,2019-10-31,50,48.0,38.9,-3.0,11.220729116450567,Neutral
2019-11-01 05:30:00+00:00,49,Neutral,2019-11-01,50,51.57142857142857,39.233333333333334,-1.0,11.399665826346867,Neutral
2019-11-02 05:30:00+00:00,51,Neutral,2019-11-02,50,51.285714285714285,39.7,2.0,2.288688541085247,Greed
2019-11-03 05:30:00+00:00,56,Greed,2019-11-03,75,52.142857142857146,40.56666666666667,5.0,2.6726124191241807,Neutral
2019-11-04 05:30:00+00:00,49,Neutral,2019-11-04,50,51.714285714285715,41.166666666666664,-7.0,3.9096949095439615,Neutral
2019-11-05 05:30:00+00:00,54,Neutral,2019-11-05,50,51.714285714285715,41.9,5.0,4.358898943540636,Neutral
2019-11-06 05:30:00+00:00,53,Neutral,2019-11-06,50,51.714285714285715,42.766666666666666,-1.0,4.358898943540636,Neutral
2019-11-07 05:30:00+00:00,54,Neutral,2019-11-07,50,52.285714285714285,43.266666666666666,1.0,4.157609203101459,Fear
2019-11-08 05:30:00+00:00,42,Fear,2019-11-08,25,51.285714285714285,43.43333333333333,-12.0,6.350852961085859,Fear
2019-11-09 05:30:00+00:00,38,Fear,2019-11-09,25,49.42857142857143,43.333333333333336,-4.0,6.283008075451613,Fear
2019-11-10 05:30:00+00:00,39,Fear,2019-11-10,25,47.0,43.333333333333336,1.0,5.71130874835596,Fear
2019-11-11 05:30:00+00:00,40,Fear,2019-11-11,25,45.714285714285715,43.4,1.0,5.437961803049767,Fear
2019-11-12 05:30:00+00:00,39,Fear,2019-11-12,25,43.57142857142857,43.43333333333333,-1.0,4.705619740571571,Fear
2019-11-13 05:30:00+00:00,38,Fear,2019-11-13,25,41.42857142857143,43.46666666666667,-1.0,4.705619740571571,Fear
2019-11-14 05:30:00+00:00,41,Fear,2019-11-14,25,39.57142857142857,43.53333333333333,3.0,4.980915960897505,Fear
2019-11-15 05:30:00+00:00,38,Fear,2019-11-15,25,39.0,43.46666666666667,-3.0,2.4397501823712693,Fear
2019-11-16 05:30:00+00:00,41,Fear,2019-11-16,25,39.42857142857143,43.5,3.0,2.2253945610566745,Fear
2019-11-17 05:30:00+00:00,38,Fear,2019-11-17,25,39.285714285714285,43.43333333333333,-3.0,2.544836041121345,Fear
2019-11-18 05:30:00+00:00,38,Fear,2019-11-18,25,39.0,43.333333333333336,0.0,2.4976179127510525,Fear
2019-11-19 05:30:00+00:00,32,Fear,2019-11-19,25,38.0,43.166666666666664,-6.0,3.316624790355354,Fear
2019-11-20 05:30:00+00:00,32,Fear,2019-11-20,25,37.142857142857146,43.0,0.0,3.3380918415850753,Fear
2019-11-21 05:30:00+00:00,30,Fear,2019-11-21,25,35.57142857142857,42.7,-2.0,2.8784916685156468,Extreme Fear
2019-11-22 05:30:00+00:00,20,Extreme Fear,2019-11-22,0,33.0,42.266666666666666,-10.0,4.3149794459588495,Extreme Fear
2019-11-23 05:30:00+00:00,23,Extreme Fear,2019-11-23,0,30.428571428571427,42.36666666666667,3.0,4.3149794459588495,Extreme Fear
2019-11-24 05:30:00+00:00,21,Extreme Fear,2019-11-24,0,28.0,42.266666666666666,-2.0,4.314979445958849,Extreme Fear
2019-11-25 05:30:00+00:00,17,Extreme Fear,2019-11-25,0,25.0,41.06666666666667,-4.0,4.203173404306131,Extreme Fear
2019-11-26 05:30:00+00:00,21,Extreme Fear,2019-11-26,0,23.428571428571427,40.1,4.0,4.685336802448748,Extreme Fear
2019-11-27 05:30:00+00:00,20,Extreme Fear,2019-11-27,0,21.714285714285715,39.03333333333333,-1.0,4.644505202002499,Fear
2019-11-28 05:30:00+00:00,32,Fear,2019-11-28,25,22.0,38.3,12.0,6.945365018348202,Fear
2019-11-29 05:30:00+00:00,31,Fear,2019-11-29,25,23.571428571428573,37.56666666666667,-1.0,5.380741673076363,Fear
2019-11-30 05:30:00+00:00,38,Fear,2019-11-30,25,25.714285714285715,37.166666666666664,7.0,5.756983337031366,Fear
2019-12-01 05:30:00+00:00,25,Fear,2019-12-01,25,26.285714285714285,36.36666666666667,-13.0,8.100558475750132,Fear
2019-12-02 05:30:00+00:00,28,Fear,2019-12-02,25,27.857142857142858,35.6,3.0,7.8709834806319225,Fear
2019-12-03 05:30:00+00:00,28,Fear,2019-12-03,25,28.857142857142858,34.666666666666664,0.0,7.810249675906633,Extreme Fear
2019-12-04 05:30:00+00:00,24,Extreme Fear,2019-12-04,0,29.428571428571427,33.833333333333336,-4.0,8.017837257372712,Extreme Fear
2019-12-05 05:30:00+00:00,21,Extreme Fear,2019-12-05,0,27.857142857142858,32.733333333333334,-3.0,6.267831705280064,Fear
2019-12-06 05:30:00+00:00,29,Fear,2019-12-06,25,27.571428571428573,31.933333333333334,8.0,7.250615737399705,Fear
2019-12-07 05:30:00+00:00,32,Fear,2019-12-07,25,26.714285714285715,31.2,3.0,6.718843437888462,Fear
2019-12-08 05:30:00+00:00,28,Fear,2019-12-08,25,27.142857142857142,30.733333333333334,-4.0,4.503966505838378,Fear
2019-12-09 05:30:00+00:00,32,Fear,2019-12-09,25,27.714285714285715,30.533333333333335,4.0,4.613644360558578,Fear
2019-12-10 05:30:00+00:00,26,Fear,2019-12-10,25,27.428571428571427,30.1,-6.0,5.250850271282573,Extreme Fear
2019-12-11 05:30:00+00:00,20,Extreme Fear,2019-12-11,0,26.857142857142858,29.433333333333334,-6.0,5.533448076836659,Extreme Fear
2019-12-12 05:30:00+00:00,23,Extreme Fear,2019-12-12,0,27.142857142857142,28.9,3.0,5.559205150447463,Extreme Fear
2019-12-13 05:30:00+00:00,22,Extreme Fear,2019-12-13,0,26.142857142857142,28.366666666666667,-1.0,4.396968652757606,Fear
